rfp_id,sku_id,category,final_score,structured_score,semantic_score,standards_score
RFP_0058,SKU_272,matching,0.7246992111206054,0.7,0.5823307037353516,1.0
RFP_0059,SKU_280,matching,0.7414551626552235,0.7272727272727273,0.5927293300628662,1.0
RFP_0060,SKU_234,partially matching,0.5789052300983005,0.7777777777777778,0.6333878040313721,0.0
RFP_0061,SKU_297,partially matching,0.5432389974594116,0.7,0.6441299915313721,0.0
RFP_0062,SKU_151,partially matching,0.6452972811001998,0.5384615384615384,0.5868883728981018,1.0
RFP_0063,SKU_290,partially matching,0.7021102959459478,0.6363636363636364,0.6130949258804321,1.0
RFP_0064,SKU_270,partially matching,0.540788327730619,0.7692307692307693,0.5205764770507812,0.0
RFP_0065,SKU_219,matching,0.7349746731611397,0.6923076923076923,0.629402756690979,1.0
RFP_0066,SKU_107,partially matching,0.5519580086072285,0.6666666666666666,0.7287489175796509,0.0
RFP_0067,SKU_225,matching,0.7286221985633556,0.6153846153846154,0.7364329695701599,1.0
RFP_0068,SKU_257,partially matching,0.6031973797541399,0.46153846153846156,0.5747604966163635,1.0
RFP_0069,SKU_138,matching,0.7925725877285004,0.75,0.7252419590950012,1.0
RFP_0070,SKU_107,partially matching,0.5702033162117004,0.7,0.7340110540390015,0.0
RFP_0071,SKU_147,partially matching,0.5697161436080933,0.75,0.6490538120269775,0.0
RFP_0072,SKU_186,matching,0.7667064905166625,0.75,0.639021635055542,1.0
RFP_0073,SKU_282,matching,0.793123178757154,0.7692307692307693,0.6950259804725647,1.0
RFP_0074,SKU_111,partially matching,0.7110233813524247,0.8,0.3700779378414154,1.0
RFP_0075,SKU_257,partially matching,0.6975436741655523,0.6363636363636364,0.5978728532791138,1.0
RFP_0076,SKU_189,matching,0.720043780406316,0.6666666666666666,0.6223681569099426,1.0
RFP_0077,SKU_246,partially matching,0.5155776878197987,0.6666666666666666,0.6074811816215515,0.0
RFP_0078,SKU_273,matching,0.7553661823272706,0.75,0.6012206077575684,1.0
RFP_0079,SKU_183,partially matching,0.615365211168925,0.8333333333333334,0.6623284816741943,0.0
RFP_0080,SKU_278,partially matching,0.7076309084892274,0.6,0.6921030282974243,1.0
RFP_0081,SKU_188,partially matching,0.6894800265630086,0.6666666666666666,0.520488977432251,1.0
RFP_0082,SKU_265,matching,0.7505350997814766,0.7692307692307693,0.5530657172203064,1.0
RFP_0083,SKU_263,partially matching,0.5460506578286488,0.6666666666666666,0.7090577483177185,0.0
RFP_0084,SKU_246,partially matching,0.5531462680209767,0.7272727272727273,0.6316996812820435,0.0
RFP_0085,SKU_259,matching,0.7919210235277812,0.8333333333333334,0.5841811895370483,1.0
RFP_0086,SKU_253,partially matching,0.44547807986919696,0.5384615384615384,0.5874910354614258,0.0
RFP_0087,SKU_228,matching,0.7545454978942872,0.75,0.598484992980957,1.0
RFP_0088,SKU_146,partially matching,0.5288122838193721,0.36363636363636365,0.4899803400039673,1.0
RFP_0089,SKU_259,partially matching,0.5996860173615542,0.8181818181818182,0.6353170275688171,0.0
RFP_0090,SKU_146,partially matching,0.5172634661197661,0.7,0.5575448870658875,0.0
RFP_0091,SKU_111,partially matching,0.7071362069019904,0.7692307692307693,0.4084027409553528,1.0
RFP_0092,SKU_277,matching,0.7605629146099091,0.8,0.5352097153663635,1.0
RFP_0093,SKU_291,partially matching,0.557157529484142,0.7272727272727273,0.6450705528259277,0.0
RFP_0094,SKU_176,partially matching,0.581509124315702,0.7692307692307693,0.6563124656677246,0.0
RFP_0095,SKU_233,matching,0.7611927877772937,0.7272727272727273,0.6585214138031006,1.0
RFP_0096,SKU_131,partially matching,0.6349170863628388,0.5,0.6163902878761292,1.0
RFP_0097,SKU_183,partially matching,0.4228859088637612,0.45454545454545453,0.6520439386367798,0.0
RFP_0098,SKU_190,matching,0.8361465897825029,0.8888888888888888,0.6390071511268616,1.0
RFP_0099,SKU_238,matching,0.8126361072063446,0.8,0.7087870240211487,1.0
RFP_0100,SKU_141,partially matching,0.7148802240689596,0.6666666666666666,0.6051563024520874,1.0
RFP_0101,SKU_252,matching,0.7317153958173899,0.6923076923076923,0.618538498878479,1.0
RFP_0102,SKU_284,partially matching,0.599241417646408,0.5,0.4974713921546936,1.0
RFP_0103,SKU_248,partially matching,0.6995146159942334,0.6153846153846154,0.6394076943397522,1.0
RFP_0104,SKU_193,partially matching,0.7058033704757689,0.7,0.5193445682525635,1.0
RFP_0105,SKU_257,partially matching,0.6816099052245801,0.6153846153846154,0.5797253251075745,1.0
RFP_0106,SKU_176,matching,0.7413722032850438,0.6363636363636364,0.7439679503440857,1.0
RFP_0107,SKU_293,partially matching,0.6055534958839417,0.5,0.5185116529464722,1.0
RFP_0108,SKU_165,partially matching,0.5720338463783264,0.8,0.5734461545944214,0.0
RFP_0109,SKU_272,partially matching,0.5534300327301025,0.7,0.6781001091003418,0.0
RFP_0110,SKU_190,partially matching,0.5378131031990051,0.7,0.6260436773300171,0.0
RFP_0111,SKU_293,partially matching,0.6677505373954773,0.6,0.5591684579849243,1.0
RFP_0112,SKU_250,partially matching,0.6345662035725332,0.5454545454545454,0.5394631028175354,1.0
RFP_0113,SKU_201,partially matching,0.6418842890045859,0.5454545454545454,0.5638567209243774,1.0
RFP_0114,SKU_186,matching,0.8033652404944103,0.8333333333333334,0.6223285794258118,1.0
RFP_0115,SKU_206,partially matching,0.6820429379289801,0.6363636363636364,0.5462037324905396,1.0
RFP_0116,SKU_176,partially matching,0.5107553601264954,0.6,0.7025178670883179,0.0
RFP_0117,SKU_266,partially matching,0.6676047856157477,0.6363636363636364,0.49807655811309814,1.0
RFP_0118,SKU_212,partially matching,0.7061854124069213,0.6,0.6872847080230713,1.0
RFP_0119,SKU_102,matching,0.7248423034494573,0.6363636363636364,0.6888682842254639,1.0
RFP_0120,SKU_185,partially matching,0.5464139055122028,0.7272727272727273,0.6092584729194641,0.0
RFP_0121,SKU_252,partially matching,0.6116190791130065,0.5,0.538730263710022,1.0
RFP_0122,SKU_130,partially matching,0.6747441210530021,0.5454545454545454,0.6733894944190979,1.0
RFP_0123,SKU_176,matching,0.747170020233501,0.7272727272727273,0.6117788553237915,1.0
RFP_0124,SKU_123,partially matching,0.6950416415929794,0.7,0.48347213864326477,1.0
RFP_0125,SKU_193,partially matching,0.6350849555598366,0.5555555555555556,0.524357259273529,1.0
RFP_0126,SKU_277,matching,0.7559330761432648,0.75,0.6031102538108826,1.0
RFP_0127,SKU_277,partially matching,0.5750470360120137,0.4166666666666667,0.5557123422622681,1.0
RFP_0128,SKU_204,partially matching,0.5398189572187571,0.6923076923076923,0.6455503702163696,0.0
RFP_0129,SKU_258,partially matching,0.6660669545332591,0.5833333333333334,0.5813342928886414,1.0
RFP_0130,SKU_286,partially matching,0.5629258345473896,0.7272727272727273,0.6642982363700867,0.0
RFP_0131,SKU_137,partially matching,0.48343254327774043,0.5,0.7781084775924683,0.0
RFP_0132,SKU_257,partially matching,0.7149393041928609,0.6666666666666666,0.6053532361984253,1.0
RFP_0133,SKU_280,partially matching,0.5591885447502136,0.75,0.6139618158340454,0.0
RFP_0134,SKU_169,matching,0.7496865312258403,0.8333333333333334,0.4433995485305786,1.0
RFP_0135,SKU_230,partially matching,0.5495473980903626,0.75,0.5818246603012085,0.0
RFP_0136,SKU_201,matching,0.795958266655604,0.8333333333333334,0.5976386666297913,1.0
RFP_0137,SKU_185,partially matching,0.4998341739177704,0.6,0.6661139130592346,0.0
RFP_0138,SKU_190,partially matching,0.5481128394603729,0.7,0.6603761315345764,0.0
RFP_0139,SKU_252,matching,0.7537077080119741,0.7272727272727273,0.6335711479187012,1.0
RFP_0140,SKU_188,partially matching,0.6680519366806204,0.6363636363636364,0.49956706166267395,1.0
RFP_0141,SKU_162,partially matching,0.6437212208906811,0.5833333333333334,0.5068485140800476,1.0
RFP_0142,SKU_108,matching,0.7815513339909641,0.8181818181818182,0.5748680830001831,1.0
RFP_0143,SKU_111,partially matching,0.5474123020966848,0.9166666666666666,0.29692989587783813,0.0
RFP_0144,SKU_257,partially matching,0.6079455971717835,0.5,0.5264853239059448,1.0
RFP_0145,SKU_135,matching,0.7243824509473946,0.6923076923076923,0.5940953493118286,1.0
RFP_0146,SKU_188,matching,0.8173336549238726,0.9090909090909091,0.5426273345947266,1.0
RFP_0147,SKU_132,partially matching,0.6314320186773936,0.5833333333333334,0.4658845067024231,1.0
RFP_0148,SKU_284,matching,0.7679347336292266,0.8,0.5597824454307556,1.0
RFP_0149,SKU_220,matching,0.7528454264005024,0.6666666666666666,0.731706976890564,1.0
RFP_0150,SKU_293,matching,0.7633835547500187,0.7777777777777778,0.5816488862037659,1.0
RFP_0151,SKU_176,matching,0.7408822921606211,0.6923076923076923,0.649094820022583,1.0
RFP_0152,SKU_102,partially matching,0.6482419687968035,0.46153846153846156,0.7249091267585754,1.0
RFP_0153,SKU_212,partially matching,0.6549435138702393,0.5,0.6831450462341309,1.0
RFP_0154,SKU_152,partially matching,0.7033324042956035,0.5833333333333334,0.7055524587631226,1.0
RFP_0155,SKU_225,partially matching,0.5845226775516164,0.7272727272727273,0.7362877130508423,0.0
RFP_0156,SKU_188,partially matching,0.6085829940709201,0.8181818181818182,0.6649736166000366,0.0
RFP_0157,SKU_264,partially matching,0.6165553904496707,0.9230769230769231,0.516723096370697,0.0
RFP_0158,SKU_265,partially matching,0.5323157099577096,0.6923076923076923,0.6205395460128784,0.0
RFP_0159,SKU_165,matching,0.7529577553272246,0.75,0.5931925177574158,1.0
RFP_0160,SKU_274,partially matching,0.7006520179601816,0.6923076923076923,0.5149939060211182,1.0
RFP_0161,SKU_228,partially matching,0.5540838068181819,0.36363636363636365,0.57421875,1.0
RFP_0162,SKU_176,matching,0.785735011100769,0.75,0.7024500370025635,1.0
RFP_0163,SKU_254,partially matching,0.6854159633318584,0.5833333333333334,0.6458309888839722,1.0
RFP_0164,SKU_185,partially matching,0.5561667929996144,0.7272727272727273,0.6417680978775024,0.0
RFP_0165,SKU_278,matching,0.7603977501392365,0.7,0.7013258337974548,1.0
RFP_0166,SKU_195,partially matching,0.5894894659519195,0.8,0.6316315531730652,0.0
RFP_0167,SKU_288,partially matching,0.5970294585594764,0.7692307692307693,0.7080469131469727,0.0
RFP_0168,SKU_231,matching,0.7433214664459229,0.7,0.6444048881530762,1.0
RFP_0169,SKU_272,matching,0.7942397475242615,0.8,0.6474658250808716,1.0
RFP_0170,SKU_206,partially matching,0.4675556341807048,0.5833333333333334,0.586296558380127,0.0
RFP_0171,SKU_290,matching,0.7416235029697418,0.7,0.6387450098991394,1.0
RFP_0172,SKU_124,matching,0.7677048802375794,0.75,0.6423496007919312,1.0
RFP_0173,SKU_257,matching,0.7602517774471871,0.7692307692307693,0.5854546427726746,1.0
RFP_0174,SKU_241,partially matching,0.5644733369350433,0.75,0.6315777897834778,0.0
RFP_0175,SKU_284,partially matching,0.6318699040196158,0.5454545454545454,0.5304754376411438,1.0
RFP_0176,SKU_106,matching,0.7934694290161133,0.9,0.47823143005371094,1.0
RFP_0177,SKU_102,partially matching,0.5712740491737018,0.7272727272727273,0.6921256184577942,0.0
RFP_0178,SKU_224,partially matching,0.49712278292729306,0.6153846153846154,0.6314349174499512,0.0
RFP_0179,SKU_280,partially matching,0.6933502237002056,0.5833333333333334,0.6722785234451294,1.0
RFP_0180,SKU_252,partially matching,0.5837434313514016,0.45454545454545453,0.521569013595581,1.0
RFP_0181,SKU_137,partially matching,0.45289090492508627,0.45454545454545453,0.75206059217453,0.0
RFP_0182,SKU_259,partially matching,0.5679621826518666,0.7272727272727273,0.6810860633850098,0.0
RFP_0183,SKU_117,partially matching,0.6830060958862305,0.7,0.44335365295410156,1.0
RFP_0184,SKU_259,partially matching,0.6355648756027221,0.9,0.6185495853424072,0.0
RFP_0185,SKU_124,partially matching,0.6129627301142766,0.8461538461538461,0.6329526901245117,0.0
RFP_0186,SKU_185,matching,0.8579557597637177,0.9,0.6931858658790588,1.0
RFP_0187,SKU_252,partially matching,0.6780604665095991,0.6153846153846154,0.5678938627243042,1.0
RFP_0188,SKU_259,partially matching,0.5394857195707468,0.6923076923076923,0.6444395780563354,0.0
RFP_0189,SKU_272,matching,0.8108629266421001,0.8333333333333334,0.6473208665847778,1.0
RFP_0190,SKU_183,partially matching,0.5413669358600269,0.7272727272727273,0.5924352407455444,0.0
RFP_0191,SKU_286,partially matching,0.6173357568003914,0.45454545454545453,0.6335434317588806,1.0
RFP_0192,SKU_141,matching,0.7347582817077636,0.7,0.6158609390258789,1.0
RFP_0193,SKU_109,partially matching,0.7153271158536274,0.6666666666666666,0.606645941734314,1.0
RFP_0194,SKU_277,partially matching,0.6327330708503723,0.9,0.6091102361679077,0.0
RFP_0195,SKU_299,matching,0.7363519668579102,0.75,0.5378398895263672,1.0
RFP_0196,SKU_257,partially matching,0.6659659067789714,0.5833333333333334,0.5809974670410156,1.0
RFP_0197,SKU_188,partially matching,0.5714094010266391,0.8181818181818182,0.5410616397857666,0.0
RFP_0198,SKU_236,partially matching,0.7174633496337466,0.7777777777777778,0.4285815358161926,1.0
RFP_0199,SKU_286,matching,0.7995118618011474,0.8,0.6650395393371582,1.0
RFP_0200,SKU_270,partially matching,0.7078736066818236,0.7,0.5262453556060791,1.0
RFP_0201,SKU_291,matching,0.7684191416610371,0.7272727272727273,0.6826092600822449,1.0
RFP_0202,SKU_248,partially matching,0.5691232562065125,0.8,0.5637441873550415,0.0
RFP_0203,SKU_233,matching,0.8601030290126801,0.9,0.7003434300422668,1.0
RFP_0204,SKU_257,partially matching,0.5983253616553086,0.46153846153846156,0.5585204362869263,1.0
RFP_0205,SKU_257,partially matching,0.48695393800735476,0.6,0.6231797933578491,0.0
RFP_0206,SKU_284,partially matching,0.7171962765546944,0.6923076923076923,0.5701414346694946,1.0
RFP_0207,SKU_258,matching,0.7915252089500426,0.8,0.6384173631668091,1.0
RFP_0208,SKU_277,partially matching,0.6620331267515818,0.5833333333333334,0.5678882002830505,1.0
RFP_0209,SKU_259,matching,0.750883013010025,0.75,0.5862767100334167,1.0
RFP_0210,SKU_176,partially matching,0.6782712558905284,0.5833333333333334,0.6220152974128723,1.0
RFP_0211,SKU_135,matching,0.744596791267395,0.75,0.5653226375579834,1.0
RFP_0212,SKU_294,matching,0.7486543297767638,0.75,0.5788477659225464,1.0
RFP_0213,SKU_211,matching,0.8257636620448185,0.8461538461538461,0.6756224632263184,1.0
RFP_0214,SKU_211,partially matching,0.6856727343339186,0.5384615384615384,0.721473217010498,1.0
RFP_0215,SKU_140,partially matching,0.6553422331809997,0.5,0.6844741106033325,1.0
RFP_0216,SKU_176,partially matching,0.5490193724632263,0.7,0.6633979082107544,0.0
RFP_0217,SKU_125,partially matching,0.5161791920661926,0.7,0.5539306402206421,0.0
RFP_0218,SKU_294,partially matching,0.6961364979093725,0.6363636363636364,0.5931822657585144,1.0
RFP_0219,SKU_297,partially matching,0.5568753253329883,0.7272727272727273,0.6441298723220825,0.0
RFP_0220,SKU_280,partially matching,0.616489906494434,0.8461538461538461,0.6447099447250366,0.0
RFP_0221,SKU_115,matching,0.8388162553310394,0.8,0.7960541844367981,1.0
RFP_0222,SKU_233,partially matching,0.6557896792888641,0.9,0.6859655976295471,0.0
RFP_0223,SKU_272,matching,0.7278285165627798,0.6666666666666666,0.648317277431488,1.0
RFP_0224,SKU_135,matching,0.7960232106122105,0.8181818181818182,0.6231076717376709,1.0
RFP_0225,SKU_233,matching,0.7513643113466408,0.6923076923076923,0.6840348839759827,1.0
RFP_0226,SKU_293,matching,0.7239905536174773,0.7,0.5799685120582581,1.0
RFP_0227,SKU_206,matching,0.7673640310764314,0.8,0.5578801035881042,1.0
RFP_0228,SKU_144,partially matching,0.5852569341659546,0.75,0.7008564472198486,0.0
RFP_0229,SKU_248,partially matching,0.7016710579395293,0.6,0.6722368597984314,1.0
RFP_0230,SKU_233,matching,0.7552417576313017,0.7,0.6841391921043396,1.0
RFP_0231,SKU_300,partially matching,0.6091291467348735,0.8333333333333334,0.641541600227356,0.0
RFP_0232,SKU_137,partially matching,0.7076362008398229,0.6363636363636364,0.6315146088600159,1.0
RFP_0233,SKU_277,partially matching,0.623649001121521,0.5,0.5788300037384033,1.0
RFP_0234,SKU_206,partially matching,0.4537259141604106,0.5833333333333334,0.540197491645813,0.0
RFP_0235,SKU_219,partially matching,0.6233716666698456,0.8,0.7445722222328186,0.0
RFP_0236,SKU_280,matching,0.7937233249346416,0.8333333333333334,0.5901888608932495,1.0
RFP_0237,SKU_192,partially matching,0.5927908003330231,0.8,0.6426360011100769,0.0
RFP_0238,SKU_253,partially matching,0.5708862841129303,0.75,0.6529542803764343,0.0
RFP_0239,SKU_173,partially matching,0.5483869162889627,0.6923076923076923,0.6741102337837219,0.0
RFP_0240,SKU_173,partially matching,0.6021968438075139,0.8461538461538461,0.5970664024353027,0.0
RFP_0241,SKU_218,partially matching,0.609358398272441,0.5384615384615384,0.4670920968055725,1.0
RFP_0242,SKU_187,partially matching,0.6009043915705248,0.9090909090909091,0.48786312341690063,0.0
RFP_0243,SKU_217,partially matching,0.6378771220262234,0.6153846153846154,0.43394938111305237,1.0
RFP_0244,SKU_240,matching,0.7854929914841284,0.7692307692307693,0.669592022895813,1.0
RFP_0245,SKU_125,matching,0.7415682673454285,0.7,0.6385608911514282,1.0
RFP_0246,SKU_165,partially matching,0.715110215315452,0.6923076923076923,0.5631878972053528,1.0
RFP_0247,SKU_113,partially matching,0.44522870366389933,0.46153846153846156,0.7148649096488953,0.0
RFP_0248,SKU_124,matching,0.7439462244510651,0.7,0.6464874148368835,1.0
RFP_0249,SKU_156,matching,0.8018657055768099,0.8181818181818182,0.6425826549530029,1.0
RFP_0250,SKU_268,matching,0.7818672624501315,0.8181818181818182,0.5759211778640747,1.0
RFP_0251,SKU_166,partially matching,0.7128115793069203,0.6666666666666666,0.5982608199119568,1.0
RFP_0252,SKU_249,matching,0.7549477111209522,0.7272727272727273,0.6377044916152954,1.0
RFP_0253,SKU_185,matching,0.7648025810718535,0.7,0.7160086035728455,1.0
RFP_0254,SKU_236,partially matching,0.71057092953812,0.7272727272727273,0.4897818863391876,1.0
RFP_0255,SKU_105,matching,0.7586859881877899,0.75,0.6122866272926331,1.0
RFP_0256,SKU_130,partially matching,0.5470246266235005,0.7272727272727273,0.6112942099571228,0.0
RFP_0257,SKU_259,partially matching,0.5663161288608204,0.7272727272727273,0.675599217414856,0.0
RFP_0258,SKU_158,partially matching,0.7071148698146528,0.6153846153846154,0.6647418737411499,1.0
RFP_0259,SKU_124,partially matching,0.688587764898936,0.5833333333333334,0.656403660774231,1.0
RFP_0260,SKU_252,partially matching,0.6967240651448567,0.6666666666666666,0.5446357727050781,1.0
RFP_0261,SKU_144,matching,0.7880738496780395,0.8,0.6269128322601318,1.0
RFP_0262,SKU_115,matching,0.7655986607074736,0.7,0.7186622023582458,1.0
RFP_0263,SKU_291,matching,0.7870089223751655,0.7692307692307693,0.6746451258659363,1.0
RFP_0264,SKU_163,matching,0.7722942630449932,0.8333333333333334,0.5187586545944214,1.0
RFP_0265,SKU_214,partially matching,0.6042100667953492,0.5,0.5140335559844971,1.0
RFP_0266,SKU_257,partially matching,0.7151280164718627,0.7,0.550426721572876,1.0
RFP_0267,SKU_286,partially matching,0.6466110527515412,0.5,0.6553701758384705,1.0
RFP_0268,SKU_107,partially matching,0.5637262669476596,0.8181818181818182,0.515451192855835,0.0
RFP_0269,SKU_176,matching,0.865041168530782,0.9166666666666666,0.6890261173248291,1.0
RFP_0270,SKU_248,partially matching,0.6490773797035216,0.5,0.6635912656784058,1.0
RFP_0271,SKU_185,partially matching,0.47857249975204463,0.6,0.5952416658401489,0.0
RFP_0272,SKU_280,partially matching,0.6195074993830461,0.46153846153846156,0.629127562046051,1.0
RFP_0273,SKU_176,partially matching,0.5679588496685029,0.75,0.643196165561676,0.0
RFP_0274,SKU_158,partially matching,0.580185722387754,0.7692307692307693,0.651901125907898,0.0
RFP_0275,SKU_152,matching,0.8675728424028917,0.9090909090909091,0.7100912928581238,1.0
RFP_0276,SKU_173,matching,0.7798174321651459,0.75,0.6827247738838196,1.0
RFP_0277,SKU_131,partially matching,0.6013838648796082,0.8,0.6712795495986938,0.0
RFP_0278,SKU_176,matching,0.7461047768592834,0.7,0.6536825895309448,1.0
RFP_0279,SKU_225,partially matching,0.5566791971524556,0.6666666666666666,0.7444862127304077,0.0
RFP_0280,SKU_282,matching,0.7404837330182392,0.6666666666666666,0.69050133228302,1.0
RFP_0281,SKU_199,partially matching,0.6225134074687957,0.5,0.5750446915626526,1.0
RFP_0282,SKU_176,partially matching,0.5142396027391607,0.6363636363636364,0.6535259485244751,0.0
RFP_0283,SKU_210,matching,0.8002736727396647,0.8333333333333334,0.6120233535766602,1.0
RFP_0284,SKU_217,partially matching,0.6024561357039672,0.5384615384615384,0.4440845549106598,1.0
RFP_0285,SKU_230,matching,0.7859473705291748,0.75,0.703157901763916,1.0
RFP_0286,SKU_252,partially matching,0.5065492471059163,0.6666666666666666,0.5773863792419434,0.0
RFP_0287,SKU_125,partially matching,0.6694002787272135,0.5833333333333334,0.5924453735351562,1.0
RFP_0288,SKU_252,partially matching,0.6335774481296539,0.5,0.6119248270988464,1.0
RFP_0289,SKU_274,partially matching,0.7127114534378052,0.7,0.5423715114593506,1.0
RFP_0290,SKU_152,partially matching,0.6237139425494453,0.45454545454545453,0.6548040509223938,1.0
RFP_0291,SKU_238,partially matching,0.5891806905919856,0.36363636363636365,0.6912083625793457,1.0
RFP_0292,SKU_125,partially matching,0.4564725677172343,0.5833333333333334,0.5493530035018921,0.0
RFP_0293,SKU_237,matching,0.7605459809303283,0.8,0.5351532697677612,1.0
RFP_0294,SKU_257,matching,0.7910798993977635,0.8181818181818182,0.6066299676895142,1.0
RFP_0295,SKU_101,matching,0.757231205701828,0.7,0.69077068567276,1.0
RFP_0296,SKU_107,partially matching,0.6101934452851613,0.9166666666666666,0.50620037317276,0.0
RFP_0297,SKU_240,partially matching,0.4514303922653198,0.5,0.6714346408843994,0.0
RFP_0298,SKU_265,partially matching,0.7035439670085906,0.7,0.511813223361969,1.0
RFP_0299,SKU_187,partially matching,0.6196934981779618,0.9090909090909091,0.5504934787750244,0.0
RFP_0300,SKU_230,partially matching,0.6930654048919678,0.6,0.6435513496398926,1.0
RFP_0301,SKU_188,partially matching,0.563293993473053,0.8,0.5443133115768433,0.0
RFP_0302,SKU_183,matching,0.8605317397551102,0.9090909090909091,0.6866209506988525,1.0
