rfp_id,spec_rel_pos,wc_long,spec_in_512
RFP_0096,0.32676269901440486,643,True
RFP_0097,0.0,1108,True
RFP_0098,0.0,671,True
RFP_0099,0.23752672843905917,876,True
RFP_0100,0.16130653266331657,1213,True
RFP_0101,0.0,617,True
RFP_0102,0.9069189602446484,842,False
RFP_0103,0.11765550926591008,1094,True
RFP_0104,0.5259660779856619,853,False
RFP_0105,0.0,1023,True
RFP_0106,0.0,629,True
RFP_0107,0.10866222450025628,633,True
RFP_0108,0.8699494949494949,628,False
RFP_0109,0.6615539351269801,1236,False
RFP_0110,0.0,1280,True
RFP_0111,0.991008991008991,1129,False
RFP_0112,0.0,649,True
RFP_0113,0.9889048695294843,759,False
RFP_0114,0.8501339584728734,937,False
RFP_0115,0.884479271991911,604,False
RFP_0116,0.45584627964022895,1176,False
RFP_0117,0.687333923826395,896,False
RFP_0118,0.33380245649948825,1227,False
RFP_0119,0.765938864628821,895,False
RFP_0120,0.0,1117,True
RFP_0121,0.06826843413421707,933,True
RFP_0122,0.08714551852618506,764,True
RFP_0123,0.2481954469739034,551,True
RFP_0124,0.7622448979591837,891,False
RFP_0125,0.48992336077206927,543,True
RFP_0126,0.4080352375867592,1143,False
RFP_0127,0.0,770,True
RFP_0128,0.9871708305199189,696,False
RFP_0129,0.7767283717415943,1231,False
RFP_0130,0.19927371765773944,693,True
RFP_0131,0.8870314083080041,1245,False
RFP_0132,0.9820410490307868,538,False
RFP_0133,0.35588282893672113,986,True
RFP_0134,0.0,830,True
RFP_0135,0.23550863723608445,812,True
RFP_0136,0.9876517802016875,752,False
RFP_0137,0.5034635224760501,1096,False
RFP_0138,0.7189028279821391,747,False
RFP_0139,0.0,849,True
RFP_0140,0.0,949,True
RFP_0141,0.6968806140780663,971,False
RFP_0142,0.12777857450164923,1131,True
RFP_0143,0.0,580,True
RFP_0144,0.19379965726748716,1035,True
RFP_0145,0.0,1172,True
RFP_0146,0.986627043090639,733,False
RFP_0147,0.7485745316318219,1152,False
RFP_0148,0.3224621038125861,1051,True
RFP_0149,0.9869739478957916,612,False
RFP_0150,0.988436018957346,797,False
RFP_0151,0.8910369068541301,722,False
RFP_0152,0.0,849,True
RFP_0153,0.0,1043,True
RFP_0154,0.7102222222222222,1249,False
RFP_0155,0.989657794676806,1015,False
RFP_0156,0.9899366985878916,961,False
RFP_0157,0.664681062298337,617,False
RFP_0158,0.9909159727479182,1061,False
RFP_0159,0.85479375696767,582,False
RFP_0160,0.0,719,True
RFP_0161,0.0,1191,True
RFP_0162,0.9819557625145519,524,False
RFP_0163,0.11913615560640732,1091,True
RFP_0164,0.9913636363636363,1021,False
RFP_0165,0.0,1149,True
RFP_0166,0.5279369627507163,898,False
RFP_0167,0.2327209098862642,910,True
RFP_0168,0.660212367270456,997,False
RFP_0169,0.9900815869460886,955,False
RFP_0170,0.4473148383812675,1236,False
RFP_0171,0.6664134700595012,1254,False
RFP_0172,0.10667340748230536,645,True
RFP_0173,0.0,1154,True
RFP_0174,0.0,851,True
RFP_0175,0.9920727745289148,1205,False
RFP_0176,0.0,565,True
RFP_0177,0.38843537414965984,726,True
RFP_0178,0.7380227083910275,588,False
RFP_0179,0.8975248669905158,703,False
RFP_0180,0.6519306099608282,842,False
RFP_0181,0.4185036202735318,1015,False
RFP_0182,0.2483908718548859,525,True
RFP_0183,0.986850344395742,739,False
RFP_0184,0.0,536,True
RFP_0185,0.9877466251298027,741,False
RFP_0186,0.5264184929450615,1043,False
RFP_0187,0.3875352654526802,1223,False
RFP_0188,0.9924119241192412,1148,False
RFP_0189,0.05986815552266918,1175,True
RFP_0190,0.0,616,True
RFP_0191,0.0,1231,True
RFP_0192,0.0,962,True
RFP_0193,0.6836803223640027,708,False
RFP_0194,0.45581477553905975,893,False
RFP_0195,0.4105050505050505,1144,False
RFP_0196,0.0,703,True
RFP_0197,0.7471835020049646,848,False
RFP_0198,0.9076698624426844,774,False
RFP_0199,0.9158036056770233,819,False
RFP_0200,0.1343692870201097,1018,True
RFP_0201,0.20286837844089753,678,True
RFP_0202,0.0,881,True
RFP_0203,0.6594026211520878,1016,False
RFP_0204,0.06601506168883192,960,True
RFP_0205,0.0,618,True
RFP_0206,0.14288041707396545,976,True
RFP_0207,0.0,633,True
RFP_0208,0.0,1182,True
RFP_0209,0.0,943,True
RFP_0210,0.9856281872971719,681,False
RFP_0211,0.9922656354180558,1181,False
RFP_0212,0.11990008326394672,554,True
RFP_0213,0.1871935390827805,1096,True
RFP_0214,0.0,1125,True
RFP_0215,0.9895833333333334,869,False
RFP_0216,0.9874202027788209,856,False
RFP_0217,0.0,1215,True
RFP_0218,0.0,609,True
RFP_0219,0.9847831600304336,618,False
RFP_0220,0.9867185711014427,668,False
RFP_0221,0.8003173164097914,712,False
RFP_0222,0.98933281613654,841,False
RFP_0223,0.3863723854741435,1200,False
RFP_0224,0.0,629,True
RFP_0225,0.504194060303786,708,True
RFP_0226,0.30910349601938386,909,True
RFP_0227,0.7220461747397012,1021,False
RFP_0228,0.424102638027966,1065,False
RFP_0229,0.790740176667682,1068,False
RFP_0230,0.9922602837895944,1111,False
RFP_0231,0.9917941585535466,1141,False
RFP_0232,0.16748706298119398,1290,True
RFP_0233,0.1754782966467805,766,True
RFP_0234,0.8869955156950673,1222,False
RFP_0235,0.2913375284509305,1169,True
RFP_0236,0.8701117318435754,550,False
RFP_0237,0.4897435897435897,566,True
RFP_0238,0.9926171079429735,1241,False
RFP_0239,0.0,690,True
RFP_0240,0.24270877792004553,1133,True
RFP_0241,0.31593366979091564,1118,True
RFP_0242,0.3978134761267291,676,True
RFP_0243,0.6050566695727986,558,True
RFP_0244,0.8390345546101754,885,False
RFP_0245,0.49270695207425647,823,False
RFP_0246,0.0,1239,True
RFP_0247,0.3647422680412371,781,True
RFP_0248,0.7729257641921398,636,False
RFP_0249,0.7014512785072564,687,False
RFP_0250,0.0,1024,True
RFP_0251,0.0,817,True
RFP_0252,0.0,605,True
RFP_0253,0.3073136427566807,902,True
RFP_0254,0.6334543498722603,1191,False
RFP_0255,0.8835930339138405,684,False
RFP_0256,0.3574380165289256,769,True
RFP_0257,0.9909443725743855,1093,False
RFP_0258,0.9906499773789775,1021,False
RFP_0259,0.9908592321755028,1008,False
RFP_0260,0.5772024585583908,824,False
RFP_0261,0.6101724438251176,910,False
RFP_0262,0.9874144402737911,724,False
RFP_0263,0.98704200178731,688,False
RFP_0264,0.0,682,True
RFP_0265,0.5206589251957872,1166,False
RFP_0266,0.0,1063,True
RFP_0267,0.993309315491508,1252,False
RFP_0268,0.5908466819221968,706,False
RFP_0269,0.0,1161,True
RFP_0270,0.3826662827526634,541,True
RFP_0271,0.4028056112224449,719,True
RFP_0272,0.9901025097207494,889,False
RFP_0273,0.0,773,True
RFP_0274,0.0,1223,True
RFP_0275,0.05395360758682558,1235,True
RFP_0276,0.8952780692549842,794,False
RFP_0277,0.9875713121434393,742,False
RFP_0278,0.8716642081265925,1174,False
RFP_0279,0.9874343585896475,817,False
RFP_0280,0.0,998,True
RFP_0281,0.18718877320054322,701,True
RFP_0282,0.41739953998105805,1141,False
RFP_0283,0.0,818,True
RFP_0284,0.5973568281938326,899,False
RFP_0285,0.9190283400809717,942,False
RFP_0286,0.0,764,True
RFP_0287,0.0,537,True
RFP_0288,0.5275548421615838,899,False
RFP_0289,0.0,866,True
RFP_0290,0.5658786576293602,954,False
RFP_0291,0.9910054609701253,959,False
RFP_0292,0.0,986,True
RFP_0293,0.2111056349597503,975,True
RFP_0294,0.9914887868143745,1158,False
RFP_0295,0.1827782290820471,762,True
RFP_0296,0.0,906,True
RFP_0297,0.49723909442297076,571,True
RFP_0298,0.0,835,True
RFP_0299,0.2996152975786377,695,True
RFP_0300,0.9925608372210314,1241,False
RFP_0301,0.9905750580521787,1163,False
RFP_0302,0.0,1244,True
RFP_0303,0.8931219110378913,764,False
RFP_0304,0.9905184278941734,1038,False
RFP_0305,0.0,703,True
RFP_0306,0.9908894379246448,1023,False
RFP_0307,0.9899186991869918,957,False
RFP_0308,0.6828203950390446,684,False
RFP_0309,0.18724191940766055,1109,True
RFP_0310,0.12509007061536245,1070,True
RFP_0311,0.0,685,True
RFP_0312,0.29889553612517256,725,True
RFP_0313,0.6522234891676169,825,False
RFP_0314,0.0,890,True
RFP_0315,0.24234454255119295,831,True
RFP_0316,0.0,982,True
RFP_0317,0.9312654725498762,1091,False
RFP_0318,0.9914395776858325,1105,False
RFP_0319,0.9925273552175073,1177,False
RFP_0320,0.9835103409726104,573,False
RFP_0321,0.0,940,True
RFP_0322,0.6267748478701826,811,False
RFP_0323,0.992664727456684,1251,False
RFP_0324,0.8350104094378904,905,False
RFP_0325,0.9900592954307639,916,False
RFP_0326,0.7868550368550369,1028,False
RFP_0327,0.055916775032509754,1070,True
RFP_0328,0.8059518956379943,761,False
RFP_0329,0.6732913926222477,1096,False
RFP_0330,0.8088834555827221,753,False
RFP_0331,0.0,620,True
RFP_0332,0.0,1142,True
RFP_0333,0.0,1030,True
RFP_0334,0.8390177353342428,902,False
RFP_0335,0.6954192338601661,1157,False
RFP_0336,0.8618677042801557,578,False
RFP_0337,0.4353693181818182,1100,False
RFP_0338,0.0,949,True
RFP_0339,0.2343983684568321,1171,True
RFP_0340,0.9871244635193133,690,False
RFP_0341,0.9861878453038674,698,False
RFP_0342,0.0,1265,True
RFP_0343,0.9900908340214699,951,False
RFP_0344,0.0,641,True
RFP_0345,0.9923148270836094,1189,False
RFP_0346,0.704853041695147,1137,False
RFP_0347,0.9860034991252187,625,False
RFP_0348,0.6767515923566879,1109,False
RFP_0349,0.0,1026,True
RFP_0350,0.9885496183206107,822,False
RFP_0351,0.9881314668289713,1014,False
RFP_0352,0.4402295982031445,607,True
RFP_0353,0.4939353099730458,675,True
RFP_0354,0.0,820,True
RFP_0355,0.9890616004605642,817,False
RFP_0356,0.5922871154703522,714,False
RFP_0357,0.2452292794075762,548,True
RFP_0358,0.9907323002127013,1039,False
RFP_0359,0.15856645610416398,1252,True
RFP_0360,0.0,622,True
RFP_0361,0.9930660615229451,1230,False
RFP_0362,0.34151905528717125,1130,False
RFP_0363,0.0,1226,True
RFP_0364,0.7359392575928009,561,False
RFP_0365,0.12988178961544217,1079,True
RFP_0366,0.9889791183294664,843,False
RFP_0367,0.9848614681519566,543,False
RFP_0368,0.0,814,True
RFP_0369,0.6997151769971518,1190,False
RFP_0370,0.464909217877095,923,False
RFP_0371,0.11573604060913706,608,True
RFP_0372,0.42533570619640837,953,False
RFP_0373,0.05772882643372579,1230,True
RFP_0374,0.5368861024033438,722,False
RFP_0375,0.787663379958725,697,False
RFP_0376,0.9883392890727855,826,False
RFP_0377,0.9889721181856014,750,False
RFP_0378,0.493163513766623,826,False
RFP_0379,0.0,1176,True
RFP_0380,0.762582613116421,621,False
RFP_0381,0.5918131359851989,679,False
RFP_0382,0.06196943972835314,1119,True
RFP_0383,0.9914899970140341,1015,False
RFP_0384,0.9193130265716137,989,False
RFP_0385,0.7414213388336771,889,False
RFP_0386,0.5964647227677897,1040,False
RFP_0387,0.0,825,True
RFP_0388,0.982937062937063,570,False
RFP_0389,0.0880779518532671,802,True
RFP_0390,0.28867313915857606,948,True
RFP_0391,0.868928621709137,1101,False
RFP_0392,0.9828962371721779,543,False
RFP_0393,0.9919354838709677,1088,False
RFP_0394,0.9863263445761167,680,False
RFP_0395,0.9897653079230634,889,False
RFP_0396,0.16851945426983325,1221,True
RFP_0397,0.9903862660944206,889,False
RFP_0398,0.23855804912528716,888,True
RFP_0399,0.6693386773547094,636,False
RFP_0400,0.11651006711409397,1172,True
RFP_0401,0.9913951191987587,1080,False
RFP_0402,0.0,1064,True
RFP_0403,0.9880753138075313,766,False
RFP_0404,0.9903525697246097,875,False
RFP_0405,0.9921238819917234,1190,False
RFP_0406,0.9235629526891663,1041,False
RFP_0407,0.49513303049967555,970,False
RFP_0408,0.0,639,True
RFP_0409,0.9922480620155039,1150,False
RFP_0410,0.3160659565153947,1062,True
RFP_0411,0.8946635730858469,656,False
RFP_0412,0.38584369722094275,1024,False
RFP_0413,0.0,1067,True
RFP_0414,0.9859261120884645,613,False
RFP_0415,0.5883783783783784,1157,False
RFP_0416,0.9916190476190476,1228,False
RFP_0417,0.9919901417128774,1028,False
RFP_0418,0.35341494845360827,972,True
RFP_0419,0.9847692657422141,734,False
RFP_0420,0.5451948051948052,1215,False
RFP_0421,0.9904220779220779,972,False
RFP_0422,0.0,919,True
RFP_0423,0.0,908,True
RFP_0424,0.07044359528160823,957,True
RFP_0425,0.2947727272727273,664,True
RFP_0426,0.1360544217687075,1032,True
RFP_0427,0.0,590,True
RFP_0428,0.4582450832072617,1072,False
RFP_0429,0.454434250764526,788,True
RFP_0430,0.7389705882352942,817,False
RFP_0431,0.0,626,True
RFP_0432,0.6845730027548209,664,False
RFP_0433,0.2211296016137166,624,True
RFP_0434,0.0,1213,True
RFP_0435,0.0,601,True
RFP_0436,0.2510492178557802,829,True
RFP_0437,0.9914333792259447,1036,False
RFP_0438,0.9912861061804099,970,False
RFP_0439,0.7716214494968794,1267,False
RFP_0440,0.5833664415309231,1169,False
RFP_0441,0.07518261179404953,902,True
RFP_0442,0.7617168228909719,623,False
RFP_0443,0.3870814533364996,684,True
RFP_0444,0.9915709925882866,1113,False
RFP_0445,0.0,1023,True
RFP_0446,0.9838056680161943,568,False
RFP_0447,0.6175063326766114,531,True
RFP_0448,0.8021446593776282,739,False
RFP_0449,0.0,1065,True
RFP_0450,0.9870779491454773,756,False
RFP_0451,0.37525122021246055,535,True
RFP_0452,0.0,621,True
RFP_0453,0.35505441195751936,1172,False
RFP_0454,0.0,1161,True
RFP_0455,0.9899334307517454,962,False
RFP_0456,0.0,1261,True
RFP_0457,0.9917034658102503,1174,False
RFP_0458,0.9921151439299124,1223,False
RFP_0459,0.9868181818181818,685,False
RFP_0460,0.9915484887551926,1084,False
RFP_0461,0.3053382420616659,708,True
RFP_0462,0.9853995901639344,615,False
RFP_0463,0.12492997198879552,541,True
RFP_0464,0.9901537398514424,904,False
RFP_0465,0.17033179012345678,819,True
RFP_0466,0.833274461321088,877,False
RFP_0467,0.631960631960632,600,True
RFP_0468,0.6650404025003811,1063,False
RFP_0469,0.9900196335078534,954,False
RFP_0470,0.23433048433048434,890,True
RFP_0471,0.11266912669126691,622,True
RFP_0472,0.9891696750902527,839,False
RFP_0473,0.6030038108047523,693,False
RFP_0474,0.0,1051,True
RFP_0475,0.055368257261410786,1222,True
RFP_0476,0.43328611898017,1127,False
RFP_0477,0.16683699540112418,1208,True
RFP_0478,0.906390134529148,851,False
RFP_0479,0.41054038571701357,818,True
RFP_0480,0.9901469875625909,959,False
RFP_0481,0.3783860045146727,543,True
RFP_0482,0.0,619,True
RFP_0483,0.0,686,True
RFP_0484,0.7124109486314211,1266,False
RFP_0485,0.0,1054,True
RFP_0486,0.0,781,True
RFP_0487,0.25009187798603455,839,True
RFP_0488,0.5368581596339603,620,True
RFP_0489,0.6939834024896265,907,False
RFP_0490,0.0,1030,True
RFP_0491,0.9826539462272333,536,False
RFP_0492,0.9851045545688915,553,False
RFP_0493,0.6566280566280567,625,False
RFP_0494,0.9879267277268943,760,False
RFP_0495,0.0,923,True
RFP_0496,0.0,974,True
RFP_0497,0.991626065773447,1050,False
RFP_0498,0.11311569301260023,525,True
RFP_0499,0.25203606748109364,1110,True
RFP_0500,0.9899681528662421,988,False
RFP_0501,0.9339292654488923,1200,False
RFP_0502,0.2653970826580227,800,True
RFP_0503,0.8116389060250874,794,False
RFP_0504,0.0,1150,True
RFP_0505,0.9868031854379977,688,False
RFP_0506,0.41479650057055917,835,True
RFP_0507,0.35855975995999334,925,True
RFP_0508,0.8073116542112705,745,False
RFP_0509,0.0,954,True
RFP_0510,0.9920774647887324,1229,False
RFP_0511,0.0,567,True
RFP_0512,0.9829179501540185,574,False
RFP_0513,0.088816459564066,753,True
RFP_0514,0.0,1036,True
RFP_0515,0.984806280070904,631,False
RFP_0516,0.6241984945637022,1107,False
RFP_0517,0.6666666666666666,650,False
RFP_0518,0.49338503649635035,666,True
RFP_0519,0.9860122075279756,630,False
RFP_0520,0.9923602734217933,1177,False
RFP_0521,0.985781990521327,696,False
RFP_0522,0.0,921,True
RFP_0523,0.36828929068150207,573,True
RFP_0524,0.5531488669087267,1250,False
RFP_0525,0.3591508892713712,552,True
RFP_0526,0.11358461927649886,630,True
RFP_0527,0.9873273761169781,946,False
RFP_0528,0.9862155388471178,641,False
RFP_0529,0.9871794871794872,829,False
RFP_0530,0.9916434540389972,1078,False
RFP_0531,0.5817730656440334,669,False
RFP_0532,0.0,541,True
RFP_0533,0.3865046208380808,1236,False
RFP_0534,0.0,1256,True
RFP_0535,0.22981208735398678,617,True
RFP_0536,0.0,786,True
RFP_0537,0.9927657206455203,1127,False
RFP_0538,0.9906513409961686,1022,False
RFP_0539,0.20730918499353168,969,True
RFP_0540,0.0,768,True
RFP_0541,0.6415982779496838,1170,False
RFP_0542,0.9826639699508812,543,False
RFP_0543,0.0,850,True
RFP_0544,0.08635414689694439,826,True
RFP_0545,0.9909075880310795,956,False
RFP_0546,0.0,622,True
RFP_0547,0.4228374836173001,976,False
RFP_0548,0.24876673713883016,1108,True
RFP_0549,0.3834968465311843,873,True
RFP_0550,0.641139924365208,1164,False
RFP_0551,0.30960056061667834,1118,True
RFP_0552,0.9899682327370005,945,False
RFP_0553,0.9814198557958957,564,False
RFP_0554,0.1364122954580211,1026,True
RFP_0555,0.05275963631707005,1222,True
RFP_0556,0.0,1221,True
RFP_0557,0.19555143651529194,987,True
RFP_0558,0.9884453781512605,763,False
RFP_0559,0.9873769790329482,766,False
RFP_0560,0.8785082660515187,1211,False
RFP_0561,0.0,945,True
RFP_0562,0.6501901140684411,1166,False
RFP_0563,0.15184866723989682,895,True
RFP_0564,0.9908256880733946,1051,False
RFP_0565,0.11133151500123978,650,True
RFP_0566,0.0,882,True
RFP_0567,0.9893748893217638,880,False
RFP_0568,0.887917507285362,696,False
RFP_0569,0.4570985527222605,885,False
RFP_0570,0.06509146341463415,1042,True
RFP_0571,0.2600840336134454,754,True
RFP_0572,0.44979402677651903,1191,False
RFP_0573,0.9844961240310077,604,False
RFP_0574,0.3910474892069984,680,True
RFP_0575,0.7148105916634993,1227,False
RFP_0576,0.9922190632949274,1044,False
RFP_0577,0.0,1095,True
RFP_0578,0.0,1099,True
RFP_0579,0.9903069466882067,981,False
RFP_0580,0.0,825,True
RFP_0581,0.5317761261944487,1009,False
RFP_0582,0.9859024728449272,691,False
RFP_0583,0.5,1218,False
RFP_0584,0.1789363920750782,731,True
RFP_0585,0.7379350124975966,820,False
RFP_0586,0.16336441336441337,797,True
RFP_0587,0.0,1163,True
RFP_0588,0.3278045838359469,1018,True
RFP_0589,0.4275008145975888,967,False
RFP_0590,0.9828539823008849,557,False
RFP_0591,0.24648695153427014,1104,True
RFP_0592,0.07944465869649055,828,True
RFP_0593,0.9362467866323907,1231,False
RFP_0594,0.5672480620155039,813,False
RFP_0595,0.881496359527994,608,False
RFP_0596,0.0,983,True
RFP_0597,0.19594175960346963,1003,True
RFP_0598,0.46594728462763135,917,False
RFP_0599,0.9902521008403361,967,False
RFP_0600,0.7117369695425003,1227,False
RFP_0601,0.7254901960784313,521,True
RFP_0602,0.98771345272803,755,False
RFP_0603,0.4126231993934799,822,True
RFP_0604,0.2214398873437775,889,True
RFP_0605,0.9911358173076923,1014,False
RFP_0606,0.9881570745896531,740,False
RFP_0607,0.0,685,True
RFP_0608,0.0,991,True
RFP_0609,0.0,896,True
RFP_0610,0.2949067758071851,688,True
RFP_0611,0.28405370006548786,924,True
RFP_0612,0.9896013864818024,906,False
RFP_0613,0.9885857999613078,847,False
RFP_0614,0.46581346423562414,899,False
RFP_0615,0.9888910170465428,852,False
RFP_0616,0.17210456019843542,839,True
RFP_0617,0.990418967197142,957,False
RFP_0618,0.9914854797019917,1054,False
RFP_0619,0.9852789256198347,610,False
RFP_0620,0.9911489645958583,928,False
RFP_0621,0.9905,939,False
RFP_0622,0.1346094473602964,1022,True
RFP_0623,0.0539714867617108,1207,True
RFP_0624,0.0,1198,True
RFP_0625,0.7661391610148204,635,False
RFP_0626,0.9876317923763179,779,False
RFP_0627,0.9888909809828658,831,False
RFP_0628,0.9914130762277794,1049,False
RFP_0629,0.5406289308176101,619,True
RFP_0630,0.9917231000752446,1023,False
RFP_0631,0.9920528017241379,1180,False
RFP_0632,0.9900831733845169,958,False
RFP_0633,0.9886845827439887,888,False
RFP_0634,0.9266956888077518,1117,False
RFP_0635,0.7625991302123305,653,False
RFP_0636,0.4100609756097561,825,True
RFP_0637,0.8845186370912417,691,False
RFP_0638,0.06359617852559532,1106,True
RFP_0639,0.0,1179,True
RFP_0640,0.0,804,True
RFP_0641,0.5070382882882883,563,True
RFP_0642,0.985655737704918,618,False
RFP_0643,0.0,594,True
RFP_0644,0.0,620,True
RFP_0645,0.6186177715091679,574,True
RFP_0646,0.9910325390725083,1199,False
RFP_0647,0.3720665623666619,1097,False
RFP_0648,0.21822849807445444,1255,True
RFP_0649,0.9919012214551248,1190,False
RFP_0650,0.0,639,True
RFP_0651,0.0,1175,True
RFP_0652,0.9838909541511772,757,False
RFP_0653,0.2254219126707742,1149,True
RFP_0654,0.19080888060860116,1007,True
RFP_0655,0.9916240772288473,1112,False
RFP_0656,0.0,978,True
RFP_0657,0.9920918367346939,1226,False
RFP_0658,0.0,551,True
RFP_0659,0.058472856418061894,1253,True
RFP_0660,0.9214916584887144,978,False
RFP_0661,0.8906043228936921,739,False
RFP_0662,0.9869511184755593,763,False
RFP_0663,0.9922104456646661,1226,False
RFP_0664,0.11256940938919738,634,True
RFP_0665,0.5868096014914939,703,False
RFP_0666,0.0,1109,True
RFP_0667,0.9893689986282579,935,False
RFP_0668,0.2215834857590802,617,True
RFP_0669,0.0,567,True
RFP_0670,0.313588850174216,1062,True
RFP_0671,0.992195496417605,1249,False
RFP_0672,0.36122994652406415,1210,False
RFP_0673,0.0,621,True
RFP_0674,0.9867467384551667,741,False
RFP_0675,0.0,608,True
RFP_0676,0.4052888222055514,837,True
RFP_0677,0.35215404699738906,981,True
RFP_0678,0.9830605799598048,561,False
RFP_0679,0.33282019704433496,1040,True
RFP_0680,0.9911649214659686,947,False
RFP_0681,0.0,754,True
RFP_0682,0.9817559863169898,543,False
RFP_0683,0.9930332261521972,1166,False
RFP_0684,0.9843251088534107,549,False
RFP_0685,0.125,525,True
RFP_0686,0.43488194973343486,629,True
RFP_0687,0.989501312335958,956,False
RFP_0688,0.9871794871794872,764,False
RFP_0689,0.8643882646691635,994,False
RFP_0690,0.9871677360219981,676,False
RFP_0691,0.3880650348400929,870,True
RFP_0692,0.8335892514395393,805,False
RFP_0693,0.9909399773499433,1124,False
RFP_0694,0.9894280762564991,874,False
RFP_0695,0.337665583604099,641,True
RFP_0696,0.0,639,True
RFP_0697,0.2245220136818102,902,True
RFP_0698,0.9327935222672065,1186,False
RFP_0699,0.8921706516643225,684,False
RFP_0700,0.26919831223628693,728,True
RFP_0701,0.9891609045038311,838,False
RFP_0702,0.9922074432352546,1193,False
RFP_0703,0.6709628506444276,611,False
RFP_0704,0.987034369211772,800,False
RFP_0705,0.991010134030729,987,False
RFP_0706,0.9871475953565506,736,False
RFP_0707,0.0,1097,True
RFP_0708,0.9875802111364107,738,False
RFP_0709,0.9267446900736888,1094,False
RFP_0710,0.7401877133105802,1120,False
RFP_0711,0.43829033889731916,623,True
RFP_0712,0.9935205183585313,1221,False
RFP_0713,0.18826185101580137,711,True
RFP_0714,0.9904515293736851,988,False
RFP_0715,0.6048262878658224,915,False
RFP_0716,0.9886524822695035,788,False
RFP_0717,0.0,625,True
RFP_0718,0.9930220756153261,1222,False
RFP_0719,0.9910952804986642,1062,False
RFP_0720,0.23081073789289086,1148,True
RFP_0721,0.1115071283095723,635,True
RFP_0722,0.9923736892278361,1131,False
RFP_0723,0.9912240184757506,1013,False
